INFO: setting server port as: 80
INFO: Waiting for incoming connection...
R213:13059.808139,0.140575,13059.939585,13060.080179
R214:13059.850372,0.003083,13060.080231,13060.083315
R215:13059.958039,0.125519,13060.083334,13060.208854
R216:13059.987851,0.150710,13060.208903,13060.359614
R217:13060.086228,0.020813,13060.359664,13060.380478
R218:13060.123105,0.078990,13060.380510,13060.459502
R219:13060.145211,0.093559,13060.459548,13060.553108
R220:13060.156844,0.105920,13060.553192,13060.659113
R221:13060.309302,0.042733,13060.659186,13060.701920
R222:13060.331700,0.047431,13060.701970,13060.749402
R223:13060.369670,0.040612,13060.749430,13060.790043
R224:13060.395963,0.014007,13060.790094,13060.804103
R225:13060.472112,0.001223,13060.804197,13060.805422
R226:13060.553292,0.040128,13060.805442,13060.845590
R227:13060.601156,0.111429,13060.845654,13060.957085
R228:13060.637663,0.087404,13060.957135,13061.044540
R229:13060.667845,0.210052,13061.044597,13061.254650
R230:13060.748236,0.138300,13061.254696,13061.392997
R231:13060.864097,0.031157,13061.393045,13061.424204
R232:13060.983824,0.000501,13061.424227,13061.424729
R233:13061.087688,0.154776,13061.425400,13061.580180
R234:13061.163854,0.085763,13061.580231,13061.665995
R235:13061.260241,0.042667,13061.666032,13061.708699
R236:13061.333350,0.105744,13061.708735,13061.814480
R237:13061.378357,0.094385,13061.814521,13061.908906
R238:13061.540279,0.002787,13061.908946,13061.911733
R239:13061.556910,0.096456,13061.911742,13062.008199
R240:13061.563491,0.080403,13062.008284,13062.088689
R241:13061.584278,0.069911,13062.088721,13062.158633
R242:13061.704788,0.000477,13062.158682,13062.159162
R243:13061.704936,0.025269,13062.159178,13062.184448
R244:13061.741948,0.162400,13062.184498,13062.346898
R245:13061.848522,0.034797,13062.346941,13062.381739
R246:13061.868543,0.176003,13062.381782,13062.557786
R247:13061.978619,0.031312,13062.557830,13062.589143
R248:13062.084573,0.017176,13062.589235,13062.606412
R249:13062.300898,0.058341,13062.606459,13062.664801
R250:13062.318018,0.093828,13062.664849,13062.758678
R251:13062.494619,0.017674,13062.758725,13062.776400
R252:13062.729189,0.102033,13062.776435,13062.878469
R253:13062.779409,0.066061,13062.878529,13062.944591
R254:13062.982627,0.224616,13062.982803,13063.207420
R255:13063.117023,0.217625,13063.207469,13063.425095
R256:13063.143625,0.225779,13063.425142,13063.650922
R257:13063.223844,0.067019,13063.650975,13063.717995
R258:13063.292095,0.133972,13063.718047,13063.852020
R259:13063.572077,0.075218,13063.852051,13063.927271
R260:13063.740397,0.446681,13063.927308,13064.373991
R261:13063.847499,0.032696,13064.374032,13064.406730
R262:13064.122224,0.074128,13064.406770,13064.480899
R263:13064.329656,0.118691,13064.480951,13064.599644
R264:13064.431248,0.132025,13064.599685,13064.731712
R265:13064.580650,0.077274,13064.731766,13064.809042
R266:13064.611181,0.015222,13064.809112,13064.824335
R267:13064.674835,0.166926,13064.824392,13064.991319
R268:13064.833599,0.090989,13064.991365,13065.082355
R269:13065.040032,0.078891,13065.082411,13065.161303
R270:13065.093261,0.086444,13065.161350,13065.247795
R271:13065.184164,0.013380,13065.247848,13065.261230
R272:13065.261550,0.002793,13065.261727,13065.264521
R273:13065.348155,0.060843,13065.348309,13065.409154
R274:13065.468942,0.060308,13065.469103,13065.529431
R275:13065.647770,0.056081,13065.647931,13065.704012
R276:13065.659811,0.004142,13065.704059,13065.708202
R277:13065.731258,0.040464,13065.731421,13065.771887
R278:13065.899733,0.050141,13065.899917,13065.950060
R279:13066.001333,0.044405,13066.001532,13066.045938
R280:13066.016950,0.043513,13066.045973,13066.089488
R281:13066.045346,0.105368,13066.089516,13066.194884
R282:13066.047114,0.139696,13066.194923,13066.334620
R283:13066.132389,0.049327,13066.334651,13066.383979
R284:13066.219802,0.444320,13066.384014,13066.828335
R285:13066.284712,0.006430,13066.828367,13066.834797
R286:13066.290788,0.075792,13066.834807,13066.910600
R287:13066.393174,0.020682,13066.910653,13066.931336
R288:13066.418375,0.214219,13066.931393,13067.145612
R289:13066.517883,0.051790,13067.145664,13067.197455
R290:13066.651845,0.158419,13067.197540,13067.355961
R291:13066.710138,0.247848,13067.356011,13067.603860
R292:13067.015240,0.121397,13067.603911,13067.725309
R293:13067.244630,0.064122,13067.725357,13067.789480
R294:13067.285262,0.054102,13067.789530,13067.843633
R295:13067.310038,0.052306,13067.843673,13067.895980
R296:13067.609299,0.284972,13067.896020,13068.180994
R297:13067.825023,0.051046,13068.181045,13068.232092
R298:13067.845365,0.121195,13068.232145,13068.353341
R299:13067.996908,0.024820,13068.353392,13068.378213
R300:13068.232123,0.275881,13068.378247,13068.654129
R301:13068.375540,0.042899,13068.654178,13068.697078
R302:13068.415913,0.067370,13068.697152,13068.764523
R303:13068.498231,0.017665,13068.764572,13068.782238
R304:13068.595608,0.037204,13068.782279,13068.819489
R305:13068.660654,0.206931,13068.819547,13069.026480
R306:13068.766779,0.077731,13069.026531,13069.104263
R307:13068.790462,0.009690,13069.104308,13069.113998
R308:13068.991126,0.018491,13069.114017,13069.132509
R309:13069.037936,0.074848,13069.132529,13069.207378
R310:13069.141966,0.075598,13069.208136,13069.283735
R311:13069.254884,0.068580,13069.283777,13069.352358
R312:13069.260987,0.023158,13069.352397,13069.375556
R313:13069.343921,0.035112,13069.375603,13069.410717
R314:13069.345865,0.214415,13069.410741,13069.625156
R315:13069.346785,0.122721,13069.625240,13069.747962
R316:13069.438780,0.225594,13069.747994,13069.973590
R317:13069.657028,0.049514,13069.973679,13070.023194
R318:13069.676102,0.132156,13070.023247,13070.155404
R319:13069.743024,0.281006,13070.155456,13070.436463
R320:13069.844989,0.028880,13070.436509,13070.465391
R321:13069.861904,0.037979,13070.465442,13070.503422
R322:13070.075796,0.114740,13070.503465,13070.618206
R323:13070.305527,0.026567,13070.618256,13070.644824
R324:13070.370183,0.010873,13070.644878,13070.655752
R325:13070.663296,0.081335,13070.663448,13070.744784
R326:13070.864123,0.215345,13070.864303,13071.079649
R327:13070.991041,0.027640,13071.079694,13071.107335
R328:13071.011428,0.018905,13071.107383,13071.126290
R329:13071.029754,0.016156,13071.126342,13071.142499
R330:13071.128169,0.021515,13071.142528,13071.164045
R331:13071.141742,0.001163,13071.164064,13071.165228
R332:13071.435381,0.010651,13071.435531,13071.446183
R333:13071.452991,0.087139,13071.453126,13071.540267
R334:13071.515061,0.008859,13071.540301,13071.549161
R335:13071.761868,0.006097,13071.762019,13071.768117
R336:13071.857761,0.057169,13071.857921,13071.915091
R337:13071.907877,0.028914,13071.915123,13071.944064
R338:13071.965271,0.202905,13071.965405,13072.168311
R339:13071.993307,0.017633,13072.168357,13072.185991
R340:13072.076826,0.047113,13072.186017,13072.233144
R341:13072.080400,0.116659,13072.233208,13072.349868
R342:13072.248579,0.516638,13072.349918,13072.866557
R343:13072.292690,0.061782,13072.866610,13072.928393
R344:13072.296365,0.090341,13072.928441,13073.018782
R345:13072.318825,0.033077,13073.018832,13073.051910
R346:13072.439212,0.086705,13073.051936,13073.138643
R347:13072.659382,0.004289,13073.138702,13073.142991
R348:13072.701198,0.135519,13073.143027,13073.278547
R349:13072.846764,0.095454,13073.278602,13073.374057
R350:13072.966793,0.031277,13073.374172,13073.405452
R351:13073.201407,0.029477,13073.405511,13073.434990
R352:13073.341081,0.017463,13073.435042,13073.452507
R353:13073.506878,0.004576,13073.507049,13073.511626
R354:13073.596389,0.014259,13073.596555,13073.610816
R355:13073.607170,0.012198,13073.610875,13073.623074
R356:13073.635178,0.004983,13073.635371,13073.640355
R357:13073.724245,0.242465,13073.724397,13073.966863
R358:13073.944631,0.216099,13073.966914,13074.183015
R359:13073.950448,0.024751,13074.183071,13074.207824
R360:13074.013804,0.015410,13074.207874,13074.223286
R361:13074.102280,0.053911,13074.223316,13074.277228
R362:13074.190177,0.217050,13074.277308,13074.494359
R363:13074.359322,0.072739,13074.494413,13074.567153
R364:13074.434129,0.021266,13074.567188,13074.588454
R365:13074.564919,0.083665,13074.588490,13074.672156
R366:13074.595637,0.001399,13074.672189,13074.673589
R367:13074.672915,0.035584,13074.673607,13074.709192
R368:13074.941060,0.061621,13074.941241,13075.002863
R369:13074.964213,0.030580,13075.002916,13075.033498
R370:13075.015475,0.086334,13075.033539,13075.119874
R371:13075.129424,0.026114,13075.129579,13075.155694
R372:13075.188070,0.033733,13075.188205,13075.221940
R373:13075.309615,0.118651,13075.309794,13075.428450
R374:13075.333844,0.095888,13075.428503,13075.524392
R375:13075.363716,0.155426,13075.524444,13075.679872
R376:13075.365387,0.076516,13075.679922,13075.756439
R377:13075.556749,0.091875,13075.756495,13075.848372
R378:13075.595578,0.156989,13075.848575,13076.005566
R379:13075.670453,0.024668,13076.005602,13076.030271
R380:13075.699298,0.060194,13076.030321,13076.090520
R381:13075.706947,0.078769,13076.090576,13076.169346
R382:13075.927520,0.143518,13076.169410,13076.312929
R383:13076.003292,0.111219,13076.312978,13076.424198
R384:13076.323215,0.037183,13076.424242,13076.461443
R385:13076.365395,0.002012,13076.461469,13076.463482
R386:13076.369908,0.055664,13076.463496,13076.519161
R387:13076.370433,0.102658,13076.519302,13076.621961
R388:13076.405110,0.059006,13076.622607,13076.681614
R389:13076.576807,0.006790,13076.681652,13076.688443
R390:13076.639855,0.055080,13076.688453,13076.743534
R391:13076.661079,0.003697,13076.743580,13076.747278
R392:13076.918008,0.023404,13076.918175,13076.941579
R393:13076.926947,0.078733,13076.941648,13077.020382
R394:13077.051250,0.271565,13077.051433,13077.323000
R395:13077.061080,0.015136,13077.323048,13077.338185
R396:13077.263203,0.117987,13077.338251,13077.456239
R397:13077.327864,0.000583,13077.456289,13077.456873
R398:13077.478182,0.111129,13077.478448,13077.589578
R399:13077.564731,0.213200,13077.589610,13077.802811
R400:13077.700912,0.129123,13077.802866,13077.931990
R401:13077.711112,0.008917,13077.932110,13077.941061
R402:13078.003823,0.022795,13078.003997,13078.028017
R403:13078.036061,0.008322,13078.039835,13078.053343
R404:13078.202086,0.027053,13078.202261,13078.229315
R405:13078.339492,0.231334,13078.339628,13078.570963
R406:13078.358596,0.008473,13078.571001,13078.579475
R407:13078.501681,0.155507,13078.579507,13078.735015
R408:13078.898632,0.098263,13078.898806,13078.997070
R409:13078.940502,0.047488,13078.997121,13079.044610
R410:13079.001518,0.032628,13079.044648,13079.077276
R411:13079.107688,0.011602,13079.107854,13079.119457
R412:13079.199541,0.039567,13079.199716,13079.239285
R413:13079.208130,0.089870,13079.239333,13079.329205
R414:13079.222871,0.177164,13079.329280,13079.506445
R415:13079.235041,0.019734,13079.506496,13079.526260
R416:13079.322390,0.062721,13079.526310,13079.589032
R417:13079.432796,0.239050,13079.589083,13079.828134
R418:13079.470282,0.010850,13079.828175,13079.839026
R419:13079.616489,0.060289,13079.839045,13079.899335
R420:13079.620428,0.019808,13079.899396,13079.919206
R421:13079.671406,0.014545,13079.919260,13079.933806
R422:13079.731688,0.047394,13079.933870,13079.981265
R423:13079.768556,0.087434,13079.981315,13080.068749
R424:13079.769112,0.051650,13080.068802,13080.120453
R425:13079.782612,0.126272,13080.120507,13080.246780
R426:13079.791418,0.096179,13080.246830,13080.343010
R427:13079.945577,0.168240,13080.343061,13080.511303
R428:13080.186668,0.004027,13080.511347,13080.515375
R429:13080.193175,0.016246,13080.515421,13080.531668
R430:13080.268100,0.009666,13080.531698,13080.541365
R431:13080.531055,0.075567,13080.541384,13080.616952
R432:13080.580830,0.100425,13080.616989,13080.717415
R433:13080.682580,0.043492,13080.717455,13080.760949
R434:13080.760134,0.071832,13080.760983,13080.832816
R435:13080.933006,0.020889,13080.933173,13080.954063
R436:13081.187611,0.039060,13081.187774,13081.226835
R437:13081.343383,0.008548,13081.343534,13081.352082
R438:13081.391545,0.040826,13081.391688,13081.432515
R439:13081.556600,0.226737,13081.556744,13081.783482
R440:13081.694208,0.148382,13081.783515,13081.931899
R441:13081.883466,0.084034,13081.931979,13082.016015
R442:13082.008835,0.081659,13082.016045,13082.097705
R443:13082.081474,0.072056,13082.097727,13082.169784
R444:13082.151292,0.002493,13082.169809,13082.172303
R445:13082.262737,0.076296,13082.262875,13082.339172
R446:13082.403825,0.012951,13082.403991,13082.416943
R447:13082.418847,0.125202,13082.418990,13082.544192
R448:13082.440699,0.110766,13082.544253,13082.655020
R449:13082.626676,0.091561,13082.655051,13082.746613
R450:13082.647028,0.009297,13082.746635,13082.755933
R451:13082.684576,0.008987,13082.755943,13082.764930
R452:13082.903898,0.026262,13082.904047,13082.930310
R453:13082.969310,0.028275,13082.969454,13082.997730
R454:13082.991646,0.244790,13082.997761,13083.242552
INFO: Client disconnected. Exiting.
